Date,Open,High,Low,Close,Volume
2015-01-01,0.7553440928459167,0.7553440928459167,0.7553440928459167,0.7553440928459167,0.0
2015-01-02,0.7553440928459167,0.7560007572174072,0.7514107823371887,0.7554125785827637,0.0
2015-01-05,0.7495689988136292,0.7508634924888611,0.7476747632026672,0.7494847178459167,0.0
2015-01-06,0.7495071887969971,0.7512922286987305,0.7481221556663513,0.7494566440582275,0.0
2015-01-07,0.7497544288635254,0.7502100467681885,0.7458512187004089,0.7496139407157898,0.0
2015-01-08,0.7476915121078491,0.7487776279449463,0.7465137839317322,0.7477977275848389,0.0
2015-01-09,0.7476300001144409,0.7500187754631042,0.7464803457260132,0.7475405931472778,0.0
2015-01-12,0.7512075901031494,0.7518231272697449,0.7480550408363342,0.7511962652206421,0.0
2015-01-13,0.748996376991272,0.7500750422477722,0.7479487657546997,0.7490861415863037,0.0
2015-01-14,0.7501200437545776,0.7507056593894958,0.7480717897415161,0.7499231696128845,0.0
2015-01-15,0.7495802640914917,0.7567330002784729,0.7491759061813354,0.7497150897979736,0.0
2015-01-16,0.7553098797798157,0.7562580704689026,0.7523378729820251,0.7554810047149658,0.0
2015-01-19,0.7537044882774353,0.7548480033874512,0.7499062418937683,0.75372713804245,0.0
2015-01-20,0.7500187754631042,0.7501087784767151,0.7457232475280762,0.7501087784767151,0.0
2015-01-21,0.7472556829452515,0.7516423463821411,0.7464803457260132,0.7472445368766785,0.0
2015-01-22,0.7488393187522888,0.7511229515075684,0.7478815913200378,0.7487720251083374,0.0
2015-01-23,0.7462129592895508,0.748189389705658,0.7432292103767395,0.7463522553443909,0.0
2015-01-26,0.742390513420105,0.7449344992637634,0.742390513420105,0.7426716685295105,0.0
2015-01-27,0.7443078756332397,0.747171938419342,0.7436713576316833,0.7443300485610962,0.0
2015-01-28,0.7466530799865723,0.7466530799865723,0.7371423840522766,0.7466586828231812,0.0
2015-01-29,0.7388143539428711,0.7407956123352051,0.7383997440338135,0.7387434244155884,0.0
2015-01-30,0.739256739616394,0.7409932017326355,0.7382906675338745,0.739256739616394,0.0
2015-02-02,0.7394808530807495,0.7403075098991394,0.7378603219985962,0.7396285533905029,0.0
2015-02-03,0.7396668791770935,0.7428317070007324,0.7386779189109802,0.7397051453590393,0.0
2015-02-04,0.7429034113883972,0.7443799376487732,0.7421480417251587,0.7428923845291138,0.0
2015-02-05,0.7416911721229553,0.7435497045516968,0.7412183880805969,0.7417352199554443,0.0
2015-02-06,0.7437543272972107,0.7448123693466187,0.7392294406890869,0.7438428401947021,0.0
2015-02-09,0.7390218377113342,0.7397652864456177,0.737827718257904,0.739005446434021,0.0
2015-02-10,0.7385033369064331,0.7394262552261353,0.7370065450668335,0.7386943101882935,0.0
2015-02-11,0.7381598949432373,0.7381708025932312,0.7339180111885071,0.7381435632705688,0.0
2015-02-12,0.7353535890579224,0.7372456192970276,0.7332668304443359,0.7353805899620056,0.0
2015-02-13,0.7377460598945618,0.7390437126159668,0.736594021320343,0.7377406358718872,0.0
2015-02-16,0.7381762862205505,0.738661527633667,0.736594021320343,0.7381871342658997,0.0
2015-02-17,0.7368382215499878,0.7384433746337891,0.736594021320343,0.7368490695953369,0.0
2015-02-18,0.7374685406684875,0.737484872341156,0.7348348498344421,0.7374739646911621,0.0
2015-02-19,0.7370011210441589,0.7375718951225281,0.7359001040458679,0.7370283007621765,0.0
2015-02-20,0.7360409498214722,0.7366428375244141,0.734289824962616,0.7360409498214722,0.0
2015-02-23,0.735213041305542,0.7361602187156677,0.7335842251777649,0.7350779175758362,0.0
2015-02-24,0.7355861663818359,0.7363662123680115,0.7342737317085266,0.7356240749359131,0.0
2015-02-25,0.7367568016052246,0.738661527633667,0.7367241978645325,0.7367568016052246,0.0
2015-02-26,0.7388034462928772,0.7415152192115784,0.7367894053459167,0.7388034462928772,0.0
2015-02-27,0.7369794249534607,0.7373489141464233,0.7341173887252808,0.7371315360069275,0.0
2015-03-02,0.7328637838363647,0.7339987754821777,0.7323002815246582,0.7329014539718628,0.0
2015-03-03,0.732225239276886,0.7342467308044434,0.7320805191993713,0.7321555614471436,0.0
2015-03-04,0.734235942363739,0.7342413067817688,0.7308071851730347,0.7342413067817688,0.0
2015-03-05,0.7316359877586365,0.7318233847618103,0.7292988300323486,0.7315824031829834,0.0
2015-03-06,0.7295010089874268,0.7311545014381409,0.724480152130127,0.7295010089874268,0.0
2015-03-09,0.7253735661506653,0.7257736325263977,0.7235575318336487,0.725273609161377,0.0
2015-03-10,0.7241339683532715,0.7242178320884705,0.7200927138328552,0.7241916656494141,0.0
2015-03-11,0.7201083302497864,0.7222824096679688,0.7197299599647522,0.7201290130615234,0.0
2015-03-12,0.7206428050994873,0.727479100227356,0.720378041267395,0.7207103371620178,0.0
2015-03-13,0.7243489623069763,0.7244486808776855,0.718442440032959,0.7243384718894958,0.0
2015-03-16,0.7186489701271057,0.7204091548919678,0.7179523706436157,0.7185043692588806,0.0
2015-03-17,0.7200564742088318,0.72061687707901,0.7188142538070679,0.7198283672332764,0.0
2015-03-18,0.720160186290741,0.7209805250167847,0.7175145149230957,0.7201704978942871,0.0
2015-03-19,0.7258579730987549,0.7283214926719666,0.7196056842803955,0.7257947325706482,0.0
2015-03-20,0.7213341593742371,0.7234842777252197,0.7195331454277039,0.7213133573532104,0.0
2015-03-23,0.7257789373397827,0.7317429780960083,0.7245221734046936,0.7258210778236389,0.0
